timestamp,phase,paper_id,decision,rule_applied,rationale,rater_initials
2026-04-14T03:37:07.000174+00:00,2,N/A,page_filter_executed,Rewritten Appendix A.2 IC5 (≥4 pages); Petersen 2015 §6,"IC5 page filter: 4246 rows processed. pass=2380, fail=153, manual_review=1713 (missing pageRange routed to manual_review, not auto-excluded). Output: artifacts/search/post_filtered.csv",AT
2026-04-14T03:42:56.252001+00:00,2,N/A,scis_enrichment_executed,SMU SCIS 2025 venue ranking list,"SCIS enrichment: 821/4625 matched (17.8%). By method: issn=319, name=341, acronym=161. By rank: A*=380, A=368, B=73. By type: Journal=529, Conference=292. Output: artifacts/search/enriched/scis_enriched.csv",AT
2026-04-14T03:44:35.557186+00:00,2,N/A,dedup_executed,Petersen 2015 §5.4 (duplicate removal),"Dedup: 4625 input → 4246 output (379 duplicates removed). DOI-based: 3967 unique DOIs (375 groups with 2+ rows, 339 cross-database merges). Fallback (no-DOI): 279 groups, 2 duplicates removed. Output: artifacts/search/enriched/dedup.csv",AT
2026-04-14T03:44:44.405637+00:00,2,N/A,page_filter_executed,Rewritten Appendix A.2 IC5 (≥4 pages); Petersen 2015 §6,"IC5 page filter: 4246 rows processed. pass=2380, fail=153, manual_review=1713 (missing pageRange routed to manual_review, not auto-excluded). Output: artifacts/search/post_filtered.csv",AT
2026-04-14T07:24:58.210762+00:00,2,N/A,llm_review_executed,Single-rater + LLM assist (Task 2.5 §16),"LLM review: 5/5 papers classified by gpt-4o-mini. Decisions: include=0, exclude=5, defer=0. Total tokens: 11318 in, 627 out. Total cost: $0.0021. Output: artifacts/screening/llm_review.csv. Rater will review each row and set approved=True before importing.",AT
2026-04-14T07:36:13.370147+00:00,2,N/A,llm_review_executed,Single-rater + LLM assist (Task 2.5 §16),"LLM review: 5/5 papers classified by gpt-4o-mini. Decisions: include=0, exclude=5, defer=0. Total tokens: 11318 in, 597 out. Total cost: $0.0021. Output: artifacts/screening/llm_review.csv. Rater will review each row and set approved=True before importing.",AT
2026-04-14T07:50:15.419977+00:00,2,N/A,llm_reviews_approved,Task 2.5 §16 (LLM-assisted screening workflow),"Imported 5 LLM-reviewed papers into phase2_decisions.csv. Of these, 0 had rater overrides. 0 llm_review rows were not approved and remain for re-review or harness handling.",AT
2026-04-14T12:59:53.050728+00:00,2,N/A,llm_review_executed,Single-rater + LLM assist (Task 2.5 §16),"LLM review: 4088/4088 papers classified by gpt-4o-mini. Decisions: include=621, exclude=3413, defer=54. Total tokens: 8611521 in, 490070 out. Total cost: $1.5858. Output: artifacts/screening/llm_review.csv. Rater will review each row and set approved=True before importing.",AT
2026-04-14T13:43:26.260962+00:00,2,N/A,llm_reviews_approved,Task 2.5 §16 (LLM-assisted screening workflow),"Imported 4084 LLM-reviewed papers into phase2_decisions.csv. Of these, 0 had rater overrides. 4 llm_review rows were not approved and remain for re-review or harness handling.",AT
2026-04-14T13:52:31.929538+00:00,2,N/A,llm_reviews_approved,Task 2.5 §16 (LLM-assisted screening workflow),"Imported 4 LLM-reviewed papers into phase2_decisions.csv. Of these, 4 had rater overrides. 0 llm_review rows were not approved and remain for re-review or harness handling.",AT
2026-04-14T22:41:46.492648+00:00,2,N/A,screening_complete,Task 2.5 DoD verification (screening_verify.py),"Screening complete: 4093 decisions total. Include=640, Exclude=3452, Defer=1. Included with SCIS rank: A*=75, A=64, B=21. LLM-reviewed: 4036. Rater overrides: 4. All DoD assertions passed.",AT
2026-04-14T22:51:34.957842+00:00,2,N/A,screening_complete,Task 2.5 DoD verification (screening_verify.py),"Screening complete: 4093 decisions total. Include=640, Exclude=3452, Defer=1. Included with SCIS rank: A*=75, A=64, B=21. LLM-reviewed: 4036. Rater overrides: 4. All DoD assertions passed.",AT
2026-04-14T22:59:59.035160+00:00,2,N/A,screening_complete,Task 2.5 DoD verification (screening_verify.py),"Screening complete: 4093 decisions total. Include=640, Exclude=3452, Defer=1. Included with SCIS rank: A*=75, A=64, B=21. LLM-reviewed: 4036. Rater overrides: 4. All DoD assertions passed.",AT
2026-04-15T08:53:29.727889+00:00,2,N/A,screening_complete,Task 2.5 DoD verification (screening_verify.py),"Screening complete: 4093 decisions total. Include=640, Exclude=3452, Defer=1. Included with SCIS rank: A*=75, A=64, B=21. LLM-reviewed: 4036. Rater overrides: 4. All DoD assertions passed.",AT
2026-04-16T01:42:48.009735+00:00,2,N/A,snowball_complete,Task 2.6 backward snowballing (snowball.py),"Snowball complete: 778 refs across 5 seeds; already_in_corpus=40 (vs-includes=16, vs-excludes=24), included_via_snowball=0, excluded_via_snowball=738. Crossref-resolved=205 DOIs. Manual-fallback seeds=0.",AT
2026-04-16T02:49:00.985608+00:00,2,N/A,prisma_complete,Task 2.7 PRISMA flow diagram (prisma_builder.py),PRISMA reconciliation passed. Chain: Scopus 4156 + ACM 469 = 4625 → enriched 4625 → dedup 4246 → screenable 4093 → included 640 → snowball +0 → final 640.,AT
2026-04-16T09:18:07.889385+00:00,3,doi:10.1186/s12873-026-01540-9,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T09:22:18.494614+00:00,3,doi:10.1007/s10664-025-10758-3,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T09:25:27.728181+00:00,3,doi:10.1016/j.jss.2025.112685,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T09:30:48.742063+00:00,3,doi:10.3390/systems14020153,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T10:25:48.420817+00:00,3,doi:10.1109/tse.2026.3659293,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T10:28:17.679570+00:00,3,doi:10.1109/ms.2026.3668669,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T10:29:22.973765+00:00,3,doi:10.1109/tse.2025.3632765,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T10:30:24.675748+00:00,3,doi:10.5152/electrica.2026.25033,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Personal Experience' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T10:30:45.656625+00:00,3,doi:10.1109/access.2026.3671629,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T10:31:27.492198+00:00,3,doi:10.1109/tse.2026.3651566,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T10:32:42.462131+00:00,3,doi:10.1109/tse.2026.3658163,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T10:48:35.843587+00:00,3,doi:10.1145/3733237,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T10:49:05.576721+00:00,3,doi:10.1145/3744257.3744266,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T10:51:23.488213+00:00,3,doi:10.1145/3744335.3758482,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Personal Experience' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T10:53:50.195352+00:00,3,doi:10.3390/data10100156,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T11:01:03.198356+00:00,3,doi:10.3390/fi17090418,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T11:08:39.259766+00:00,3,doi:10.1145/3696630.3728698,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T11:22:12.836611+00:00,3,doi:10.15587/2706-5448.2025.326899,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T11:26:05.498318+00:00,3,doi:10.1016/j.measen.2024.101701,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T11:26:48.041184+00:00,3,doi:10.1007/s10515-025-00492-x,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T11:28:50.607378+00:00,3,doi:10.1145/3706598.3713600,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T11:36:22.339073+00:00,3,doi:10.3390/electronics14071463,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T11:45:04.893787+00:00,3,doi:10.1145/3697010,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T11:46:23.709415+00:00,3,doi:10.1109/ase63991.2025.00031,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T11:47:55.361701+00:00,3,doi:10.1109/ase63991.2025.00046,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T11:50:05.244938+00:00,3,doi:10.1109/icse-nier66352.2025.00021,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T11:50:35.619034+00:00,3,doi:10.1109/cdma61895.2025.00017,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T11:53:00.244392+00:00,3,doi:10.1016/j.compeleceng.2024.109882,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T11:56:32.229790+00:00,3,doi:10.1109/ase63991.2025.00275,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T11:59:00.274790+00:00,3,doi:10.1002/spe.3360,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T12:02:08.572317+00:00,3,doi:10.1109/icpc66645.2025.00066,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T12:02:38.640685+00:00,3,doi:10.1109/gaclm67198.2025.11232354,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T12:02:56.661953+00:00,3,doi:10.1109/forge66646.2025.00035,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T12:07:59.179795+00:00,3,doi:10.1109/saner64311.2025.00070,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T12:12:28.806796+00:00,3,doi:10.1109/ase63991.2025.00223,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T12:13:22.000366+00:00,3,doi:10.1109/cseet66350.2025.00031,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T12:14:31.177385+00:00,3,doi:10.1109/tse.2025.3621462,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T12:15:40.947159+00:00,3,doi:10.1109/icst62969.2025.10988981,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T12:21:36.897347+00:00,3,doi:10.1109/mnet.2024.3507801,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T12:22:48.052149+00:00,3,doi:10.1109/esem64174.2025.00045,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T12:23:24.368363+00:00,3,doi:10.1109/mobilesoft66462.2025.00010,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T12:23:53.620403+00:00,3,doi:10.1109/fie63693.2025.11328211,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T12:25:20.353932+00:00,3,doi:10.1109/qrs-c65679.2025.00063,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T12:26:21.156126+00:00,3,doi:10.1109/icsme64153.2025.00083,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T12:35:55.269318+00:00,3,doi:10.1049/icp.2025.3640,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T12:36:56.767361+00:00,3,doi:10.1109/tse.2025.3543187,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T12:37:49.414106+00:00,3,doi:10.1109/ase63991.2025.00182,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T12:38:46.238431+00:00,3,doi:10.1109/icst62969.2025.10989038,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T14:34:53.434772+00:00,3,doi:10.1109/msr66628.2025.00043,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T14:36:16.892942+00:00,3,doi:10.1109/ro-man63969.2025.11217707,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T14:38:00.542724+00:00,3,doi:10.1109/access.2025.3633086,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T14:43:19.947293+00:00,3,doi:10.1109/esem64174.2025.00050,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T14:46:47.839202+00:00,3,doi:10.15849/ijasca.250730.11,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T14:47:21.770510+00:00,3,doi:10.1109/compsac65507.2025.00161,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T14:50:14.312838+00:00,3,doi:10.1109/icpc66645.2025.00039,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T14:51:05.873073+00:00,3,doi:10.1109/milcom64451.2025.11310199,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T14:53:53.813629+00:00,3,doi:10.1109/aemcse65292.2025.11042761,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T14:54:13.005051+00:00,3,doi:10.1109/admit67050.2025.11337038,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T14:54:39.564338+00:00,3,doi:10.1109/istas65609.2025.11269659,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T14:59:14.604322+00:00,3,doi:10.1109/icmi65310.2025.11139842,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T14:59:50.582656+00:00,3,doi:10.1109/sta66620.2025.11364940,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:06:13.789218+00:00,3,doi:10.1109/sita67914.2025.11273637,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:08:21.585619+00:00,3,doi:10.1109/icpc66645.2025.00056,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:11:00.310941+00:00,3,doi:10.1109/jiot.2025.3531512,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:12:57.792908+00:00,3,doi:10.1109/nlbse66842.2025.00015,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:16:26.912845+00:00,3,doi:10.1109/ase63991.2025.00279,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:17:47.208408+00:00,3,doi:10.1109/ipdpsw66978.2025.00107,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Personal Experience' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:18:09.572911+00:00,3,doi:10.1109/ccece64018.2025.11364364,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:18:50.213575+00:00,3,doi:10.1109/commantel68363.2025.11368431,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:23:55.780685+00:00,3,doi:10.1002/stvr.1893,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:25:38.920643+00:00,3,doi:10.1145/3652620.3687800,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:26:09.096312+00:00,3,doi:10.1145/3691620.3695302,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Solution Proposal' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:27:00.537738+00:00,3,doi:10.1145/3691620.3695527,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
2026-04-16T15:27:31.261761+00:00,3,doi:10.1145/3691620.3695529,f1_revised,Task 3.2 extraction confirms/revises F1 (Wieringa),F1 revised: 'Evaluation Research' → 'Validation Research' based on full-text extraction by gemini-3.1-pro-preview.,AT
