rank,paper_id,extraction_timestamp,new_count,cumulative_count,in_final_window
31,doi:10.5815/ijmecs.2025.05.07,2026-04-17T08:50:51.645322+00:00,0,5,False
32,doi:10.1145/3746059.3747689,2026-04-17T08:50:55.698044+00:00,0,5,False
33,doi:10.1145/3745900.3746089,2026-04-17T08:51:10.552978+00:00,0,5,False
34,doi:10.1145/3696630.3731667,2026-04-17T08:51:18.483432+00:00,0,5,False
35,doi:10.1002/spe.3432,2026-04-17T08:51:29.112728+00:00,0,5,False
36,doi:10.1145/3716167,2026-04-17T08:51:31.765699+00:00,0,5,False
37,doi:10.1145/3696630.3730566,2026-04-17T08:51:47.867839+00:00,0,5,False
38,doi:10.1145/3696630.3728559,2026-04-17T08:51:55.691347+00:00,0,5,False
39,doi:10.1145/3696630.3728552,2026-04-17T08:52:13.198170+00:00,0,5,False
40,doi:10.1145/3707640.3731915,2026-04-17T08:52:18.181279+00:00,0,5,False
41,doi:10.1016/j.infsof.2025.107751,2026-04-17T08:52:20.621758+00:00,0,5,False
42,doi:10.1145/3726302.3729960,2026-04-17T08:52:26.883034+00:00,0,5,False
43,doi:10.1145/3708518,2026-04-17T08:52:28.306807+00:00,0,5,False
44,doi:10.1145/3696630.3728533,2026-04-17T08:52:29.579467+00:00,0,5,False
45,doi:10.1145/3708319.3733810,2026-04-17T08:52:41.405526+00:00,0,5,False
46,doi:10.3390/app15126836,2026-04-17T08:52:43.792130+00:00,0,5,False
47,doi:10.1007/s10664-025-10614-4,2026-04-17T08:52:47.206541+00:00,0,5,False
48,doi:10.1145/3712005,2026-04-17T08:52:59.827543+00:00,0,5,False
49,doi:10.1016/j.caeai.2024.100347,2026-04-17T08:53:11.239575+00:00,0,5,False
50,doi:10.1007/s10515-025-00492-x,2026-04-17T08:53:38.705193+00:00,0,5,False
51,doi:10.1145/3706598.3713852,2026-04-17T08:53:39.051822+00:00,0,5,False
52,doi:10.1145/3706598.3713705,2026-04-17T08:53:53.654977+00:00,0,5,False
53,doi:10.1145/3706598.3713989,2026-04-17T08:53:59.760236+00:00,0,5,False
54,doi:10.1145/3706598.3713581,2026-04-17T08:54:00.593809+00:00,0,5,False
55,doi:10.1145/3706599.3706670,2026-04-17T08:54:02.946520+00:00,0,5,False
56,doi:10.1145/3706598.3713600,2026-04-17T08:54:03.948677+00:00,0,5,False
57,doi:10.1145/3706598.3714008,2026-04-17T08:54:10.732107+00:00,0,5,False
58,doi:10.29207/resti.v9i2.6012,2026-04-17T08:54:14.804554+00:00,0,5,False
59,doi:10.1609/aaai.v39i27.35063,2026-04-17T08:54:16.575375+00:00,0,5,False
60,doi:10.1145/3706599.3720193,2026-04-17T08:54:21.412829+00:00,0,5,False
61,doi:10.1145/3716640.3716657,2026-04-17T08:54:28.158021+00:00,0,5,False
62,doi:10.9781/ijimai.2025.09.005,2026-04-17T08:54:42.392870+00:00,0,5,False
63,doi:10.51983/ijiss-2025.ijiss.15.2.46,2026-04-17T08:54:52.870150+00:00,0,5,False
64,doi:10.1007/s10664-024-10594-x,2026-04-17T08:54:59.304390+00:00,0,5,False
65,doi:10.1145/3697010,2026-04-17T08:55:11.082592+00:00,0,5,False
66,doi:10.1109/ase63991.2025.00046,2026-04-17T08:55:12.788274+00:00,0,5,False
67,doi:10.24251/hicss.2025.883,2026-04-17T08:55:28.360091+00:00,1,6,False
68,doi:10.3390/educsci15020156,2026-04-17T08:55:33.222059+00:00,0,6,False
69,doi:10.1109/ase63991.2025.00022,2026-04-17T08:55:39.498591+00:00,0,6,False
70,doi:10.1109/ase63991.2025.00031,2026-04-17T08:55:48.981044+00:00,0,6,False
71,doi:10.1109/ase63991.2025.00315,2026-04-17T08:55:57.657478+00:00,0,6,False
72,doi:10.7764/ric.00164.21,2026-04-17T08:56:09.256722+00:00,0,6,False
73,doi:10.1109/iaict65714.2025.11101520,2026-04-17T08:56:30.838713+00:00,0,6,False
74,doi:10.14778/3750601.3750610,2026-04-17T08:56:41.238492+00:00,0,6,False
75,doi:10.1109/ase63991.2025.00275,2026-04-17T08:56:55.145738+00:00,0,6,False
76,doi:10.1109/vl-hcc65237.2025.00034,2026-04-17T08:57:03.533781+00:00,0,6,False
77,doi:10.1109/ase63991.2025.00009,2026-04-17T08:57:23.094799+00:00,0,6,False
78,doi:10.1117/12.3049666,2026-04-17T08:57:39.135651+00:00,0,6,False
79,doi:10.1109/asew67777.2025.00049,2026-04-17T08:57:41.482367+00:00,0,6,False
80,doi:10.1109/asew67777.2025.00011,2026-04-17T08:57:42.483181+00:00,0,6,False
81,doi:10.1109/vl-hcc65237.2025.00045,2026-04-17T08:57:46.388832+00:00,0,6,False
82,doi:10.1109/fie63693.2025.11328650,2026-04-17T08:57:46.418747+00:00,0,6,False
83,doi:10.1109/icst62969.2025.10989020,2026-04-17T08:57:56.967202+00:00,0,6,False
84,doi:10.1109/ase63991.2025.00250,2026-04-17T08:57:57.772900+00:00,0,6,False
85,doi:10.1109/ase63991.2025.00312,2026-04-17T08:57:58.024085+00:00,0,6,False
86,doi:10.1109/saner64311.2025.00070,2026-04-17T08:58:07.641345+00:00,0,6,False
87,doi:10.1109/icse-seip66354.2025.00043,2026-04-17T08:58:29.948558+00:00,0,6,False
88,doi:10.1109/icst62969.2025.10988984,2026-04-17T08:58:32.051951+00:00,0,6,False
89,doi:10.1109/icarc64760.2025.10963005,2026-04-17T08:58:34.251499+00:00,0,6,False
90,doi:10.1109/ase63991.2025.00223,2026-04-17T08:58:34.455384+00:00,0,6,False
91,doi:10.1109/cascon66301.2025.00068,2026-04-17T08:58:46.344134+00:00,0,6,False
92,doi:10.1016/j.jss.2024.112204,2026-04-17T08:59:01.651030+00:00,0,6,False
93,doi:10.1109/icse55347.2025.00060,2026-04-17T08:59:10.693232+00:00,0,6,False
94,doi:10.1109/isec64801.2025.11147402,2026-04-17T08:59:12.053542+00:00,0,6,False
95,doi:10.1109/icodse68111.2025.11351772,2026-04-17T08:59:30.570692+00:00,0,6,False
96,doi:10.1109/access.2025.3581139,2026-04-17T08:59:32.842113+00:00,0,6,False
97,doi:10.1109/tai.2023.3318183,2026-04-17T08:59:40.328523+00:00,0,6,False
98,doi:10.48009/1_iis_134,2026-04-17T08:59:55.309570+00:00,0,6,False
99,doi:10.1109/icodse68111.2025.11351822,2026-04-17T09:00:00.363828+00:00,0,6,False
100,doi:10.1109/icse-seip66354.2025.00042,2026-04-17T09:00:06.314786+00:00,0,6,False
101,doi:10.1109/ast66626.2025.00007,2026-04-17T09:00:12.686907+00:00,0,6,False
102,doi:10.1109/cste64638.2025.11092128,2026-04-17T09:00:14.373334+00:00,0,6,False
103,doi:10.1109/chase66643.2025.00016,2026-04-17T09:00:28.880699+00:00,0,6,False
104,doi:10.1049/icp.2025.3640,2026-04-17T09:01:18.941304+00:00,0,6,False
105,doi:10.24251/hicss.2025.896,2026-04-17T09:01:23.913622+00:00,0,6,False
106,doi:10.1109/ase63991.2025.00182,2026-04-17T09:13:56.148709+00:00,0,6,False
107,doi:10.1109/llm4code66737.2025.00019,2026-04-17T09:13:58.262086+00:00,0,6,False
108,doi:10.1109/tvcg.2025.3535332,2026-04-17T09:14:04.089078+00:00,0,6,False
109,doi:10.1109/icst62969.2025.10989038,2026-04-17T09:14:07.462322+00:00,0,6,False
110,doi:10.1109/msr66628.2025.00043,2026-04-17T09:14:11.508363+00:00,0,6,False
111,doi:10.1109/vl-hcc65237.2025.00017,2026-04-17T09:14:13.672754+00:00,0,6,False
112,doi:10.1109/ro-man63969.2025.11217707,2026-04-17T09:14:18.881619+00:00,0,6,False
113,doi:10.1109/csecs64665.2025.11009821,2026-04-17T09:14:25.150140+00:00,0,6,False
114,doi:10.1109/ase63991.2025.00117,2026-04-17T09:14:29.723694+00:00,0,6,False
115,doi:10.1007/s40692-025-00375-w,2026-04-17T09:14:35.910582+00:00,0,6,False
116,doi:10.25103/jestr.186.21,2026-04-17T09:14:46.302779+00:00,0,6,False
117,doi:10.1109/icmi65310.2025.11141320,2026-04-17T09:14:55.456095+00:00,0,6,False
118,doi:10.15849/ijasca.250730.11,2026-04-17T09:15:03.024475+00:00,0,6,False
119,doi:10.1109/cascon66301.2025.00025,2026-04-17T09:15:11.703975+00:00,0,6,False
120,doi:10.1109/dsd67783.2025.00025,2026-04-17T09:15:23.067706+00:00,0,6,False
121,doi:10.1109/iccbe65177.2025.11255927,2026-04-17T09:15:23.092718+00:00,0,6,False
122,doi:10.1109/istas65609.2025.11269659,2026-04-17T09:15:24.349314+00:00,0,6,False
123,doi:10.1109/icpc66645.2025.00040,2026-04-17T09:15:28.686138+00:00,0,6,False
124,doi:10.1109/icst62969.2025.10988960,2026-04-17T09:15:30.161379+00:00,0,6,False
125,doi:10.7763/ijcte.2025.v17.1378,2026-04-17T09:15:33.369751+00:00,0,6,False
126,doi:10.1109/cai64502.2025.00266,2026-04-17T09:15:36.498052+00:00,0,6,False
127,doi:10.1109/sta66620.2025.11364940,2026-04-17T09:15:42.988069+00:00,0,6,False
128,doi:10.1109/icse55347.2025.00138,2026-04-17T09:15:51.966289+00:00,0,6,False
129,doi:10.1109/botse67031.2025.00013,2026-04-17T09:15:53.585254+00:00,0,6,False
130,doi:10.1002/sd.70544,2026-04-17T09:15:54.139165+00:00,0,6,False
131,doi:10.1109/ase63991.2025.00024,2026-04-17T09:15:55.312257+00:00,0,6,False
132,doi:10.24251/hicss.2025.719,2026-04-17T09:16:03.214809+00:00,0,6,False
133,doi:10.1109/acdsa65407.2025.11165833,2026-04-17T09:16:03.449523+00:00,0,6,False
134,doi:10.1109/trustcom66490.2025.00026,2026-04-17T09:16:04.949796+00:00,0,6,False
135,doi:10.1109/icoailo66760.2025.11156083,2026-04-17T09:16:06.064253+00:00,0,6,False
136,doi:10.1109/esem64174.2025.00061,2026-04-17T09:16:06.534166+00:00,0,6,False
137,doi:10.1109/ase63991.2025.00251,2026-04-17T09:16:17.960300+00:00,0,6,False
138,doi:10.24251/hicss.2025.522,2026-04-17T09:16:29.360444+00:00,0,6,False
139,doi:10.1109/fie63693.2025.11328290,2026-04-17T09:16:31.091131+00:00,0,6,False
140,doi:10.1109/saner64311.2025.00015,2026-04-17T09:16:43.560540+00:00,0,6,False
141,doi:10.1109/icodse68111.2025.11351919,2026-04-17T09:16:51.480289+00:00,0,6,False
142,doi:10.1109/nlbse66842.2025.00015,2026-04-17T09:16:54.773806+00:00,0,6,False
143,doi:10.1109/ecce58356.2025.11260366,2026-04-17T09:16:56.872956+00:00,0,6,False
144,doi:10.1109/msr66628.2025.00105,2026-04-17T09:16:59.739710+00:00,0,6,False
145,doi:10.1109/educon62633.2025.11016313,2026-04-17T09:17:12.907061+00:00,0,6,False
146,doi:10.32604/cmc.2025.068137,2026-04-17T09:17:14.155712+00:00,0,6,False
147,doi:10.1109/temsconglobal64363.2025.11238312,2026-04-17T09:17:14.542779+00:00,0,6,False
148,doi:10.1109/icimtech67074.2025.11264926,2026-04-17T09:17:38.516310+00:00,0,6,False
149,doi:10.1134/s0361768824700774,2026-04-17T09:17:42.180185+00:00,0,6,False
150,doi:10.1145/3658644.3690283,2026-04-17T09:17:51.771340+00:00,0,6,False
151,doi:10.1186/s40537-024-01019-z,2026-04-17T09:17:53.005026+00:00,0,6,False
152,doi:10.1145/3687272.3688296,2026-04-17T09:17:54.331877+00:00,0,6,False
153,doi:10.1002/stvr.1893,2026-04-17T09:18:04.729302+00:00,0,6,False
154,doi:10.1145/3691620.3695257,2026-04-17T09:18:06.677424+00:00,0,6,False
155,doi:10.18421/tem134-10,2026-04-17T09:18:15.826799+00:00,0,6,False
156,doi:10.1145/3691620.3695529,2026-04-17T09:18:17.805087+00:00,0,6,False
157,doi:10.1145/3674805.3690746,2026-04-17T09:18:25.473749+00:00,0,6,False
158,doi:10.1145/3678719.3685691,2026-04-17T09:18:25.614288+00:00,0,6,False
159,doi:10.1145/3643795.3648393,2026-04-17T09:18:36.630503+00:00,0,6,False
160,doi:10.1145/3643795.3648377,2026-04-17T09:18:38.377314+00:00,0,6,False
161,doi:10.1515/labmed-2024-0034,2026-04-17T09:18:45.119666+00:00,0,6,False
162,doi:10.1145/3650212.3652142,2026-04-17T09:18:46.530820+00:00,0,6,False
163,doi:10.1145/3650212.3680368,2026-04-17T09:18:49.772657+00:00,0,6,False
164,doi:10.1145/3650212.3680355,2026-04-17T09:18:50.522745+00:00,0,6,False
165,doi:10.1145/3643795.3648379,2026-04-17T09:18:56.937603+00:00,0,6,False
166,doi:10.1145/3643795.3648396,2026-04-17T09:19:02.768971+00:00,0,6,False
167,doi:10.1145/3643787.3648032,2026-04-17T09:19:18.673992+00:00,0,6,False
168,doi:10.1145/3663529.3663839,2026-04-17T09:19:22.201927+00:00,0,6,False
169,doi:10.1145/3643690.3648236,2026-04-17T09:19:23.940287+00:00,0,6,False
170,doi:10.1145/3649217.3653615,2026-04-17T09:19:28.702091+00:00,0,6,False
171,doi:10.1145/3664646.3664762,2026-04-17T09:19:31.438577+00:00,0,6,False
172,doi:10.1145/3663529.3663801,2026-04-17T09:19:31.533269+00:00,0,6,False
173,doi:10.1145/3664646.3665664,2026-04-17T09:19:33.840161+00:00,0,6,False
174,doi:10.1145/3663529.3663803,2026-04-17T09:19:34.200900+00:00,0,6,False
175,doi:10.1145/3643991.3645077,2026-04-17T09:19:38.493933+00:00,0,6,False
176,doi:10.1145/3643991.3645081,2026-04-17T09:19:58.584328+00:00,0,6,False
177,doi:10.1145/3643991.3645073,2026-04-17T09:20:01.490348+00:00,0,6,False
178,doi:10.1145/3643991.3645074,2026-04-17T09:20:04.361969+00:00,0,6,False
179,doi:10.1145/3643991.3645071,2026-04-17T09:20:08.237405+00:00,0,6,False
180,doi:10.1145/3643991.3645075,2026-04-17T09:20:08.984768+00:00,0,6,False
181,doi:10.1145/3643991.3644918,2026-04-17T09:20:09.186008+00:00,0,6,False
182,doi:10.1145/3643991.3644917,2026-04-17T09:20:10.865759+00:00,0,6,False
183,doi:10.1145/3643991.3645084,2026-04-17T09:20:23.592877+00:00,0,6,False
184,doi:10.1145/3661145,2026-04-17T09:20:36.794622+00:00,0,6,False
185,doi:10.1145/3661167.3661172,2026-04-17T09:20:44.773637+00:00,0,6,False
186,doi:10.1145/3661167.3661183,2026-04-17T09:20:53.916159+00:00,0,6,False
187,doi:10.1145/3655693.3655701,2026-04-17T09:20:57.861397+00:00,0,6,False
188,doi:10.1145/3653718,2026-04-17T09:21:02.154281+00:00,0,6,False
189,doi:10.1145/3639477.3643648,2026-04-17T09:21:05.926664+00:00,0,6,False
190,doi:10.1145/3638247,2026-04-17T09:21:06.035785+00:00,0,6,False
191,doi:10.1109/tse.2024.3392499,2026-04-17T09:21:06.584841+00:00,0,6,False
192,doi:10.1145/3597503.3608137,2026-04-17T09:21:15.646795+00:00,0,6,False
193,doi:10.1145/3597503.3608128,2026-04-17T09:21:17.681325+00:00,0,6,False
194,doi:10.1145/3597503.3639201,2026-04-17T09:21:22.457979+00:00,0,6,False
195,doi:10.1145/3597503.3639180,2026-04-17T09:21:36.009597+00:00,0,6,False
196,doi:10.1145/3613905.3650764,2026-04-17T09:21:36.255641+00:00,0,6,False
197,doi:10.1145/3613904.3642016,2026-04-17T09:21:36.739085+00:00,0,6,False
198,doi:10.1145/3597503.3639154,2026-04-17T09:21:40.074824+00:00,0,6,False
199,doi:10.1145/3651990,2026-04-17T09:21:44.471414+00:00,0,6,False
200,doi:10.1145/3613905.3650844,2026-04-17T09:21:49.865814+00:00,0,6,False
201,doi:10.1145/3613905.3650756,2026-04-17T09:21:52.452270+00:00,0,6,False
202,doi:10.3390/electronics13091644,2026-04-17T09:22:06.172022+00:00,0,6,False
203,doi:10.1109/tse.2024.3364675,2026-04-17T09:22:31.621249+00:00,0,6,False
204,doi:10.1145/3644815.3644949,2026-04-17T09:22:32.605272+00:00,0,6,False
205,doi:10.1145/3644815.3644950,2026-04-17T09:22:38.403356+00:00,0,6,False
206,doi:10.1145/3644815.3644945,2026-04-17T09:22:38.654655+00:00,0,6,False
207,doi:10.1145/3626252.3630909,2026-04-17T09:22:50.879648+00:00,0,6,False
208,doi:10.14569/ijacsa.2024.0150168,2026-04-17T09:23:05.766255+00:00,0,6,False
209,doi:10.1109/spaccs63173.2024.00012,2026-04-17T09:23:10.168854+00:00,0,6,False
210,doi:10.1109/icsme58944.2024.00045,2026-04-17T09:23:16.271462+00:00,0,6,False
211,doi:10.1109/icei64305.2024.10912343,2026-04-17T09:23:17.569343+00:00,0,6,False
212,doi:10.5220/0012631600003687,2026-04-17T09:23:38.659020+00:00,0,6,False
213,doi:10.1109/compsac61105.2024.00252,2026-04-17T09:23:46.843240+00:00,0,6,False
214,doi:10.3389/fcomp.2024.1473870,2026-04-17T09:23:47.127027+00:00,0,6,False
215,doi:10.1109/tse.2024.3428972,2026-04-17T09:23:49.578528+00:00,0,6,False
216,doi:10.1109/ieem62345.2024.10857157,2026-04-17T09:23:53.370888+00:00,0,6,False
217,doi:10.28945/5362,2026-04-17T09:24:02.612540+00:00,0,6,False
218,doi:10.1109/cog60054.2024.10645540,2026-04-17T09:24:06.187998+00:00,0,6,False
219,doi:10.1109/tse.2024.3406718,2026-04-17T09:24:19.385647+00:00,0,6,False
220,doi:10.54364/aaiml.2024.44171,2026-04-17T09:24:31.191578+00:00,0,6,False
221,doi:10.1109/compsac65507.2025.00161,2026-04-17T11:34:46.363609+00:00,0,6,False
222,doi:10.1080/10447318.2023.2269006,2026-04-17T11:34:59.179577+00:00,0,6,False
223,doi:10.1109/cseet62301.2024.10663055,2026-04-17T11:35:02.769892+00:00,0,6,False
224,doi:10.1109/tse.2024.3492204,2026-04-17T11:35:03.065999+00:00,0,6,False
225,doi:10.1109/cseet62301.2024.10662994,2026-04-17T11:35:03.363888+00:00,0,6,False
226,doi:10.1109/sp54263.2024.00046,2026-04-17T11:35:35.606378+00:00,0,6,False
227,doi:10.1109/cseet62301.2024.10663028,2026-04-17T11:35:43.214179+00:00,0,6,False
228,doi:10.1109/sse62657.2024.00046,2026-04-17T11:35:46.004971+00:00,0,6,False
229,doi:10.1109/tkde.2024.3436883,2026-04-17T11:35:54.537395+00:00,0,6,False
230,doi:10.18293/seke2024-123,2026-04-17T11:36:01.585240+00:00,0,6,False
231,doi:10.1109/icsme58944.2024.00063,2026-04-17T11:36:03.669187+00:00,0,6,False
232,doi:10.1109/apsec65559.2024.00017,2026-04-17T11:36:04.252109+00:00,0,6,False
233,doi:10.1109/icst60714.2024.00039,2026-04-17T11:36:05.977781+00:00,0,6,False
234,doi:10.1145/3611643.3616322,2026-04-17T11:36:24.744833+00:00,0,6,False
235,doi:10.1109/tbdata.2024.3524104,2026-04-17T11:36:25.998551+00:00,0,6,False
236,doi:10.1109/vl/hcc60511.2024.00011,2026-04-17T11:36:26.935528+00:00,0,6,False
237,doi:10.5815/ijitcs.2023.06.03,2026-04-17T11:36:33.797294+00:00,0,6,False
238,doi:10.1142/s0218194023410048,2026-04-17T11:36:37.920130+00:00,0,6,False
239,doi:10.1145/3600211.3604712,2026-04-17T11:36:40.794091+00:00,0,6,False
240,doi:10.1016/j.jss.2023.111734,2026-04-17T11:36:50.236639+00:00,0,6,False
241,doi:10.1145/3597926.3598067,2026-04-17T11:36:55.105468+00:00,0,6,False
242,doi:10.1109/icse48619.2023.00119,2026-04-17T11:36:56.214568+00:00,0,6,False
243,doi:10.1145/3593434.3593468,2026-04-17T11:37:05.234599+00:00,0,6,False
244,doi:10.1109/apsec60848.2023.00085,2026-04-17T11:37:11.236604+00:00,0,6,False
245,doi:10.1109/ase56229.2023.00089,2026-04-17T11:37:17.246014+00:00,0,6,False
246,doi:10.1109/csce60160.2023.00169,2026-04-17T11:37:18.489673+00:00,0,6,False
247,doi:10.1109/c358072.2023.10436306,2026-04-17T11:37:26.755878+00:00,0,6,False
248,doi:10.18293/seke2023-077,2026-04-17T11:37:31.613084+00:00,0,6,False
249,doi:10.1109/icstw58534.2023.00078,2026-04-17T11:37:32.480416+00:00,0,6,False
250,doi:10.1553/giscience2023_01_s140,2026-04-17T11:37:32.486831+00:00,0,6,False
251,doi:10.1109/saner56733.2023.00070,2026-04-17T11:37:37.785135+00:00,0,6,False
252,doi:10.1109/rew57809.2023.00048,2026-04-17T11:37:41.771996+00:00,0,6,False
253,doi:10.1109/rew57809.2023.00052,2026-04-17T11:37:59.766880+00:00,0,6,False
254,doi:10.1145/3582083,2026-04-17T11:38:03.041793+00:00,0,6,False
255,doi:10.1109/iccp60212.2023.10398656,2026-04-17T11:38:03.488822+00:00,0,6,False
256,doi:10.18653/v1/2023.findings-emnlp.901,2026-04-17T11:38:05.384555+00:00,0,6,False
257,doi:10.1109/ase56229.2023.00206,2026-04-17T11:38:07.680281+00:00,0,6,False
258,doi:10.13052/jwe1540-9589.2263,2026-04-17T11:38:08.609091+00:00,0,6,False
259,doi:10.1145/3491102.3517582,2026-04-17T11:38:18.121287+00:00,0,6,False
260,doi:10.3389/fpsyg.2022.868698,2026-04-17T11:38:22.613384+00:00,0,6,False
261,doi:10.1145/3491101.3519665,2026-04-17T11:38:25.706043+00:00,0,6,False
262,doi:10.1145/3491101.3519729,2026-04-17T11:38:29.426136+00:00,0,6,True
263,doi:10.1145/3520312.3534864,2026-04-17T11:38:41.900000+00:00,0,6,True
264,doi:10.1145/3643758,2026-04-17T11:38:52.786839+00:00,0,6,True
265,doi:10.1145/3798166,2026-04-17T11:38:55.059114+00:00,0,6,True
266,doi:10.1145/3643773,2026-04-17T11:38:55.318613+00:00,0,6,True
267,doi:10.1145/3772318.3790459,2026-04-17T11:39:02.649908+00:00,0,6,True
268,doi:10.1145/3704611.3704621,2026-04-17T11:39:03.028765+00:00,0,6,True
269,doi:10.1145/3801972,2026-04-17T11:39:03.164565+00:00,0,6,True
270,doi:10.1145/3772363.3799079,2026-04-17T11:39:11.535598+00:00,0,6,True
271,doi:10.1145/3772318.3790874,2026-04-17T11:39:17.614125+00:00,0,6,True
272,doi:10.1145/3660788,2026-04-17T11:39:23.884314+00:00,0,6,True
273,doi:10.1145/3772318.3790622,2026-04-17T11:39:29.508913+00:00,0,6,True
274,doi:10.1145/3772318.3791441,2026-04-17T11:39:36.056530+00:00,0,6,True
275,doi:10.1145/3772363.3798531,2026-04-17T11:39:36.377168+00:00,0,6,True
276,doi:10.1145/3772318.3790500,2026-04-17T11:40:00.289089+00:00,0,6,True
277,doi:10.1145/3801978,2026-04-17T11:40:01.413362+00:00,0,6,True
278,doi:10.1145/3772318.3791365,2026-04-17T11:40:01.716140+00:00,0,6,True
279,doi:10.1145/3772363.3798543,2026-04-17T11:40:04.126078+00:00,0,6,True
280,doi:10.1145/3772318.3791851,2026-04-17T11:40:26.225998+00:00,0,6,True
281,doi:10.1145/3715014.3722064,2026-04-17T11:40:31.367627+00:00,0,6,True
282,doi:10.1145/3729355,2026-04-17T11:40:34.532471+00:00,0,6,True
283,doi:10.1145/3806655,2026-04-17T11:40:47.978466+00:00,0,6,True
284,doi:10.1145/3793252,2026-04-17T11:40:49.028198+00:00,0,6,True
285,doi:10.1109/compsac61105.2024.00156,2026-04-17T12:27:00.012252+00:00,0,6,True
286,doi:10.1109/vl/hcc60511.2024.00020,2026-04-17T12:27:02.734486+00:00,0,6,True
287,doi:10.1109/icsa-c63560.2024.00059,2026-04-17T12:27:02.824430+00:00,0,6,True
288,doi:10.1145/3696630.3728611,2026-04-17T13:25:54.435150+00:00,0,6,True
289,doi:10.1145/3746059.3747778,2026-04-17T13:26:02.850767+00:00,0,6,True
290,doi:10.1007/s10664-025-10658-6,2026-04-17T13:26:12.538425+00:00,0,6,True
