capability_id,sdlc_activity,evidence_count,is_gap,is_empty,in_source_survey
CAP_DEBUGGING,Testing,30,False,False,3
CAP_DEBUGGING,Code Review,13,False,False,3
CAP_DEBUGGING,Debugging,86,False,False,3
CAP_DEBUGGING,Documentation,17,False,False,3
CAP_DEBUGGING,CI/CD,7,False,False,3
CAP_DEBUGGING,Project Management,4,False,False,3
CAP_DOCGEN,Requirements,8,False,False,3
CAP_DOCGEN,Design,10,False,False,3
CAP_DOCGEN,Coding,31,False,False,3
CAP_DOCGEN,Testing,24,False,False,3
CAP_DOCGEN,Code Review,14,False,False,3
CAP_DOCGEN,Debugging,23,False,False,3
CAP_DOCGEN,Documentation,38,False,False,3
CAP_DOCGEN,CI/CD,5,False,False,3
CAP_DOCGEN,Project Management,5,False,False,3
CAP_MULTIAGENT,Requirements,3,False,False,2
CAP_MULTIAGENT,Design,1,True,False,2
CAP_MULTIAGENT,Coding,6,False,False,2
CAP_MULTIAGENT,Testing,5,False,False,2
CAP_MULTIAGENT,Code Review,1,True,False,2
CAP_MULTIAGENT,Debugging,4,False,False,2
CAP_MULTIAGENT,Documentation,2,True,False,2
CAP_MULTIAGENT,CI/CD,1,True,False,2
CAP_MULTIAGENT,Project Management,3,False,False,2
CAP_PLANNING,Requirements,5,False,False,2
CAP_PLANNING,Design,5,False,False,2
CAP_PLANNING,Coding,9,False,False,2
CAP_PLANNING,Testing,5,False,False,2
CAP_PLANNING,Code Review,3,False,False,2
CAP_PLANNING,Debugging,5,False,False,2
CAP_PLANNING,Documentation,5,False,False,2
CAP_PLANNING,CI/CD,3,False,False,2
CAP_PLANNING,Project Management,7,False,False,2
CAP_PROGREPAIR,Requirements,2,True,False,3
CAP_PROGREPAIR,Design,2,True,False,3
CAP_PROGREPAIR,Coding,28,False,False,3
CAP_PROGREPAIR,Testing,16,False,False,3
CAP_PROGREPAIR,Code Review,8,False,False,3
CAP_PROGREPAIR,Debugging,38,False,False,3
CAP_PROGREPAIR,Documentation,7,False,False,3
CAP_PROGREPAIR,CI/CD,4,False,False,3
CAP_PROGREPAIR,Project Management,4,False,False,3
CAP_REFACTORING,Requirements,3,False,False,2
CAP_REFACTORING,Design,7,False,False,2
CAP_REFACTORING,Coding,29,False,False,2
CAP_REFACTORING,Testing,14,False,False,2
CAP_REFACTORING,Code Review,11,False,False,2
CAP_REFACTORING,Debugging,16,False,False,2
CAP_REFACTORING,Documentation,11,False,False,2
CAP_REFACTORING,CI/CD,6,False,False,2
CAP_REFACTORING,Project Management,3,False,False,2
CAP_REQENG,Requirements,43,False,False,2
CAP_REQENG,Design,19,False,False,2
CAP_REQENG,Coding,18,False,False,2
CAP_REQENG,Testing,18,False,False,2
CAP_REQENG,Code Review,2,True,False,2
CAP_REQENG,Debugging,5,False,False,2
CAP_REQENG,Documentation,7,False,False,2
CAP_REQENG,CI/CD,2,True,False,2
CAP_REQENG,Project Management,5,False,False,2
CAP_SELFREFLECT,Requirements,3,False,False,3
CAP_SELFREFLECT,Design,2,True,False,3
CAP_SELFREFLECT,Coding,11,False,False,3
CAP_SELFREFLECT,Testing,7,False,False,3
CAP_SELFREFLECT,Code Review,1,True,False,3
CAP_SELFREFLECT,Debugging,5,False,False,3
CAP_SELFREFLECT,Documentation,1,True,False,3
CAP_SELFREFLECT,CI/CD,0,False,True,3
CAP_SELFREFLECT,Project Management,0,False,True,3
CAP_SYSDESIGN,Requirements,13,False,False,1
CAP_SYSDESIGN,Design,30,False,False,1
CAP_SYSDESIGN,Coding,19,False,False,1
CAP_SYSDESIGN,Testing,10,False,False,1
CAP_SYSDESIGN,Code Review,4,False,False,1
CAP_SYSDESIGN,Debugging,7,False,False,1
CAP_SYSDESIGN,Documentation,5,False,False,1
CAP_SYSDESIGN,CI/CD,2,True,False,1
CAP_SYSDESIGN,Project Management,2,True,False,1
CAP_TESTING,Requirements,21,False,False,3
CAP_TESTING,Design,15,False,False,3
CAP_TESTING,Coding,48,False,False,3
CAP_TESTING,Testing,115,False,False,3
CAP_TESTING,Code Review,19,False,False,3
CAP_TESTING,Debugging,39,False,False,3
CAP_TESTING,Documentation,25,False,False,3
CAP_TESTING,CI/CD,10,False,False,3
CAP_TESTING,Project Management,5,False,False,3
CAP_VULNDET,Requirements,4,False,False,2
CAP_VULNDET,Design,4,False,False,2
CAP_VULNDET,Coding,7,False,False,2
CAP_VULNDET,Testing,9,False,False,2
CAP_VULNDET,Code Review,6,False,False,2
CAP_VULNDET,Debugging,8,False,False,2
CAP_VULNDET,Documentation,2,True,False,2
CAP_VULNDET,CI/CD,1,True,False,2
CAP_VULNDET,Project Management,1,True,False,2
