capability_id,sdlc_activity,evidence_count,is_gap,is_empty,in_source_survey
CAP_DEBUGGING,Testing,2,False,False,3
CAP_DEBUGGING,Code Review,0,False,True,3
CAP_DEBUGGING,Debugging,2,False,False,3
CAP_DEBUGGING,Documentation,0,False,True,3
CAP_DEBUGGING,CI/CD,0,False,True,3
CAP_DEBUGGING,Project Management,0,False,True,3
CAP_DOCGEN,Requirements,1,True,False,3
CAP_DOCGEN,Design,0,False,True,3
CAP_DOCGEN,Coding,0,False,True,3
CAP_DOCGEN,Testing,0,False,True,3
CAP_DOCGEN,Code Review,0,False,True,3
CAP_DOCGEN,Debugging,0,False,True,3
CAP_DOCGEN,Documentation,4,False,False,3
CAP_DOCGEN,CI/CD,0,False,True,3
CAP_DOCGEN,Project Management,1,True,False,3
CAP_MULTIAGENT,Requirements,1,True,False,2
CAP_MULTIAGENT,Design,0,False,True,2
CAP_MULTIAGENT,Coding,2,False,False,2
CAP_MULTIAGENT,Testing,0,False,True,2
CAP_MULTIAGENT,Code Review,0,False,True,2
CAP_MULTIAGENT,Debugging,0,False,True,2
CAP_MULTIAGENT,Documentation,0,False,True,2
CAP_MULTIAGENT,CI/CD,0,False,True,2
CAP_MULTIAGENT,Project Management,0,False,True,2
CAP_PLANNING,Requirements,1,True,False,2
CAP_PLANNING,Design,1,True,False,2
CAP_PLANNING,Coding,1,True,False,2
CAP_PLANNING,Testing,1,True,False,2
CAP_PLANNING,Code Review,0,False,True,2
CAP_PLANNING,Debugging,1,True,False,2
CAP_PLANNING,Documentation,1,True,False,2
CAP_PLANNING,CI/CD,0,False,True,2
CAP_PLANNING,Project Management,2,False,False,2
CAP_PROGREPAIR,Requirements,0,False,True,3
CAP_PROGREPAIR,Design,0,False,True,3
CAP_PROGREPAIR,Coding,1,True,False,3
CAP_PROGREPAIR,Testing,0,False,True,3
CAP_PROGREPAIR,Code Review,0,False,True,3
CAP_PROGREPAIR,Debugging,0,False,True,3
CAP_PROGREPAIR,Documentation,0,False,True,3
CAP_PROGREPAIR,CI/CD,0,False,True,3
CAP_PROGREPAIR,Project Management,0,False,True,3
CAP_REFACTORING,Requirements,0,False,True,2
CAP_REFACTORING,Design,0,False,True,2
CAP_REFACTORING,Coding,0,False,True,2
CAP_REFACTORING,Testing,0,False,True,2
CAP_REFACTORING,Code Review,0,False,True,2
CAP_REFACTORING,Debugging,0,False,True,2
CAP_REFACTORING,Documentation,0,False,True,2
CAP_REFACTORING,CI/CD,0,False,True,2
CAP_REFACTORING,Project Management,0,False,True,2
CAP_REQENG,Requirements,5,False,False,2
CAP_REQENG,Design,4,False,False,2
CAP_REQENG,Coding,2,False,False,2
CAP_REQENG,Testing,2,False,False,2
CAP_REQENG,Code Review,0,False,True,2
CAP_REQENG,Debugging,1,True,False,2
CAP_REQENG,Documentation,1,True,False,2
CAP_REQENG,CI/CD,0,False,True,2
CAP_REQENG,Project Management,0,False,True,2
CAP_SELFREFLECT,Requirements,2,False,False,3
CAP_SELFREFLECT,Design,0,False,True,3
CAP_SELFREFLECT,Coding,0,False,True,3
CAP_SELFREFLECT,Testing,1,True,False,3
CAP_SELFREFLECT,Code Review,0,False,True,3
CAP_SELFREFLECT,Debugging,0,False,True,3
CAP_SELFREFLECT,Documentation,0,False,True,3
CAP_SELFREFLECT,CI/CD,0,False,True,3
CAP_SELFREFLECT,Project Management,1,True,False,3
CAP_SYSDESIGN,Requirements,1,True,False,1
CAP_SYSDESIGN,Design,3,False,False,1
CAP_SYSDESIGN,Coding,1,True,False,1
CAP_SYSDESIGN,Testing,0,False,True,1
CAP_SYSDESIGN,Code Review,0,False,True,1
CAP_SYSDESIGN,Debugging,0,False,True,1
CAP_SYSDESIGN,Documentation,0,False,True,1
CAP_SYSDESIGN,CI/CD,1,True,False,1
CAP_SYSDESIGN,Project Management,0,False,True,1
CAP_TESTING,Requirements,2,False,False,3
CAP_TESTING,Design,2,False,False,3
CAP_TESTING,Coding,3,False,False,3
CAP_TESTING,Testing,7,False,False,3
CAP_TESTING,Code Review,0,False,True,3
CAP_TESTING,Debugging,2,False,False,3
CAP_TESTING,Documentation,0,False,True,3
CAP_TESTING,CI/CD,0,False,True,3
CAP_TESTING,Project Management,0,False,True,3
CAP_VULNDET,Requirements,0,False,True,2
CAP_VULNDET,Design,0,False,True,2
CAP_VULNDET,Coding,0,False,True,2
CAP_VULNDET,Testing,0,False,True,2
CAP_VULNDET,Code Review,0,False,True,2
CAP_VULNDET,Debugging,0,False,True,2
CAP_VULNDET,Documentation,0,False,True,2
CAP_VULNDET,CI/CD,0,False,True,2
CAP_VULNDET,Project Management,0,False,True,2
